-1.93893, -1.35725
-1.55114, -1.35725
-1.16336, -1.35725
-0.77557, -1.35725
-0.387785, -1.35725
0, -1.35725
0.387785, -1.35725
0.77557, -1.35725
1.16336, -1.35725
1.55114, -1.35725
1.93893, -1.35725
-1.93893, -0.969463
-1.55114, -0.969463
-1.16336, -0.969463
-0.77557, -0.969463
-0.387785, -0.969463
0, -0.969463
0.387785, -0.969463
0.77557, -0.969463
1.16336, -0.969463
1.55114, -0.969463
1.93893, -0.969463
-1.93893, -0.581678
-1.55114, -0.581678
-1.16336, -0.581678
-0.77557, -0.581678
-0.387785, -0.581678
0, -0.581678
0.387785, -0.581678
0.77557, -0.581678
1.16336, -0.581678
1.55114, -0.581678
1.93893, -0.581678
-1.93893, -0.193893
-1.55114, -0.193893
-1.16336, -0.193893
-0.77557, -0.193893
-0.387785, -0.193893
0, -0.193893
0.387785, -0.193893
0.77557, -0.193893
1.16336, -0.193893
1.55114, -0.193893
1.93893, -0.193893
-1.93893, 0.193893
-1.55114, 0.193893
-1.16336, 0.193893
-0.77557, 0.193893
-0.387785, 0.193893
0, 0.193893
0.387785, 0.193893
0.77557, 0.193893
1.16336, 0.193893
1.55114, 0.193893
1.93893, 0.193893
-1.93893, 0.581678
-1.55114, 0.581678
-1.16336, 0.581678
-0.77557, 0.581678
-0.387785, 0.581678
0, 0.581678
0.387785, 0.581678
0.77557, 0.581678
1.16336, 0.581678
1.55114, 0.581678
1.93893, 0.581678
-1.93893, 0.969463
-1.55114, 0.969463
-1.16336, 0.969463
-0.77557, 0.969463
-0.387785, 0.969463
0, 0.969463
0.387785, 0.969463
0.77557, 0.969463
1.16336, 0.969463
1.55114, 0.969463
1.93893, 0.969463
-1.93893, 1.35725
-1.55114, 1.35725
-1.16336, 1.35725
-0.77557, 1.35725
-0.387785, 1.35725
0, 1.35725
0.387785, 1.35725
0.77557, 1.35725
1.16336, 1.35725
1.55114, 1.35725
1.93893, 1.35725
