125.777,119.153
210.114,120.811
299.052,122.221
384.195,123.942
472.91,125.157
560.01,126.963
644.936,127.958
731.043,129.765
815.918,130.504
122.992,213.329
207.756,215.066
296.609,216.338
381.677,217.969
469.984,219.09
556.125,220.777
641.813,222.059
727.893,223.554
813.999,225.056
120.341,307.84
205.045,309.071
292.938,310.665
379.273,311.948
467.1,313.177
554.035,314.963
638.61,316.152
725.015,317.999
810.894,318.971
116.724,401.917
201.829,403.335
289.921,404.88
377.025,406.147
463.992,407.569
551.178,408.913
636.038,410.338
722.065,411.961
808.364,412.936
113.896,496.088
199.018,497.758
287.05,499.057
373.984,500.335
461.551,501.814
548.486,502.989
633.241,504.723
719.014,505.912
804.958,507.5
111.005,590.275
195.945,592.05
284.087,593.205
371.266,594.85
458.646,596.011
545.432,597.347
629.963,598.974
715.53,600.084
802.81,602.009
