-1.94187, -1.3567
-1.55445, -1.35711
-1.15636, -1.35714
-0.770758, -1.35671
-0.391247, -1.35694
-0.00383745, -1.35728
0.390032, -1.35708
0.76987, -1.35727
1.16736, -1.35692
1.55533, -1.35649
1.935, -1.35696
-1.94067, -0.969868
-1.55474, -0.969517
-1.15689, -0.969109
-0.771626, -0.970334
-0.390906, -0.969443
-0.0029529, -0.97011
0.39092, -0.970167
0.770368, -0.969694
1.16638, -0.96985
1.55456, -0.969892
1.93686, -0.969287
-1.93974, -0.581856
-1.55521, -0.581653
-1.1566, -0.58185
-0.771718, -0.581483
-0.389401, -0.581806
-0.0040777, -0.581933
0.389481, -0.581827
0.768956, -0.582496
1.16566, -0.582081
1.55485, -0.58175
1.93873, -0.581476
-1.94083, -0.193626
-1.55394, -0.194234
-1.15848, -0.193841
-0.772349, -0.193484
-0.388009, -0.194297
-0.00306462, -0.194238
0.390045, -0.19354
0.769023, -0.194617
1.16404, -0.194046
1.55416, -0.193462
1.9376, -0.193726
-1.94138, 0.194117
-1.55232, 0.193331
-1.15777, 0.193948
-0.772506, 0.194666
-0.388818, 0.193699
-0.00221612, 0.193951
0.391084, 0.194319
0.767832, 0.193474
1.16306, 0.193868
1.55428, 0.194523
1.93889, 0.193958
-1.9417, 0.581802
-1.55204, 0.581665
-1.15631, 0.582012
-0.772227, 0.58277
-0.388907, 0.581093
-0.00313277, 0.582033
0.390052, 0.582049
0.76877, 0.5812
1.1639, 0.581757
1.55352, 0.582392
1.93941, 0.581433
-1.94054, 0.969443
-1.55292, 0.969185
-1.15743, 0.970035
-0.773156, 0.970107
-0.390322, 0.969123
-0.00238271, 0.969961
0.390886, 0.969744
0.768218, 0.968937
1.16353, 0.969534
1.55208, 0.970292
1.94036, 0.969309
-1.94031, 1.35664
-1.55426, 1.35708
-1.15785, 1.35735
-0.7742, 1.35738
-0.389478, 1.35669
-0.00139238, 1.35736
0.391846, 1.35719
0.768844, 1.35641
1.16311, 1.3572
1.55279, 1.3576
1.94164, 1.35657
