1410.84,5533.01
1410.35,5394.03
1409.98,5251.05
1409.79,5112.4
1409.37,4975.77
1408.89,4836.13
1408.61,4693.99
1408.2,4556.75
1407.97,4412.97
1407.78,4272.47
1407.27,4134.8
1553.12,5534.97
1552.91,5396.52
1552.71,5253.63
1551.92,5115.08
1551.91,4978.01
1551.32,4838.17
1550.95,4696.02
1550.79,4558.92
1550.39,4415.67
1550.03,4275.07
1549.92,4136.45
1695.89,5537.05
1695.63,5399.09
1695.21,5255.92
1695.02,5117.5
1694.57,4979.85
1694.19,4840.95
1693.89,4698.91
1693.32,4561.79
1693.13,4418.28
1692.92,4277.31
1692.69,4138.11
1838.81,5539.86
1838.26,5401.05
1838.07,5258.99
1837.87,5120.13
1837.25,4981.73
1836.95,4842.96
1836.87,4701.09
1836.16,4564.13
1836.03,4421.23
1835.92,4279.92
1835.5,4140.87
1981.61,5542.48
1981,5402.88
1980.91,5261.15
1980.85,5122.59
1980.18,4984.43
1979.95,4845.05
1979.77,4703.1
1979.14,4566.95
1978.96,4423.96
1978.88,4282.25
1978.36,4142.76
2124.47,5545.03
2124.1,5405.21
2123.91,5263.05
2123.88,5124.91
2122.96,4986.87
2122.99,4847.79
2122.68,4705.86
2122.06,4569
2121.95,4426.03
2121.87,4284.9
2121.2,4144.94
2267.37,5547.06
2266.97,5407.97
2266.97,5265.89
2266.7,5127.67
2266.03,4989.8
2266.04,4849.93
2265.65,4707.97
2265.05,4571.59
2264.96,4428.56
2264.93,4287.8
2264.26,4146.97
2410.18,5549.43
2410.05,5410.9
2409.84,5268.48
2409.56,5130.48
2409,4991.92
2408.96,4852
2408.59,4710.04
2408.01,4573.77
2408,4431.11
2407.85,4289.94
2407.17,4148.89
