240.795,285.826
347.105,284.355
447.606,283.026
543.486,281.62
634.103,280.209
721.343,278.559
805.765,276.934
887.328,275.276
965.353,273.798
244.317,390.306
350.148,385.871
450.46,381.867
545.963,378.035
636.365,374.43
723.225,371.1
807.469,367.73
888.488,364.625
966.62,361.55
247.529,494.2
352.868,487.227
452.899,480.418
548.23,474.037
638.507,468.378
725.177,463.167
809.542,458.33
890.29,453.585
967.865,448.962
250.612,598.275
355.446,588.857
454.942,579.709
550.509,571.109
640.763,563.26
727.354,556.026
811.536,549.34
892.138,542.772
969.446,536.497
253.996,701.237
357.879,689.831
457.35,678.496
552.599,667.927
643.049,657.883
729.675,648.705
813.68,639.838
893.841,631.527
970.855,623.344
257.608,803.112
360.816,789.796
459.705,776.918
554.81,764.39
645.266,752.425
731.848,741.009
815.578,730.257
895.466,719.791
971.778,709.554
