-1.36988, 1.8971
-1.37084, 1.51446
-1.3718, 1.13137
-1.37275, 0.74782
-1.37371, 0.363813
-1.37467, -0.0206515
-1.37563, -0.405574
-1.37658, -0.790954
-1.37754, -1.17679
-1.3785, -1.56309
-1.37946, -1.94984
-0.977587, 1.90369
-0.978525, 1.52104
-0.979463, 1.13793
-0.980401, 0.754359
-0.981339, 0.370333
-0.982277, -0.0141511
-0.983215, -0.399093
-0.984154, -0.784492
-0.985092, -1.17035
-0.986031, -1.55666
-0.986969, -1.94344
-0.585108, 1.91031
-0.586026, 1.52764
-0.586945, 1.14451
-0.587863, 0.760924
-0.588782, 0.376879
-0.589701, -0.00762364
-0.590619, -0.392584
-0.591538, -0.778003
-0.592457, -1.16388
-0.593376, -1.55021
-0.594296, -1.93701
-0.192443, 1.91696
-0.193342, 1.53427
-0.194241, 1.15112
-0.19514, 0.767517
-0.196039, 0.383453
-0.196938, -0.00106894
-0.197838, -0.386049
-0.198737, -0.771486
-0.199637, -1.15738
-0.200536, -1.54374
-0.201436, -1.93055
0.200408, 1.92364
0.199528, 1.54093
0.198649, 1.15776
0.197769, 0.774136
0.196889, 0.390054
0.19601, 0.00551297
0.19513, -0.379486
0.19425, -0.764943
0.19337, -1.15086
0.19249, -1.53723
0.19161, -1.92406
0.593444, 1.93034
0.592584, 1.54761
0.591724, 1.16443
0.590864, 0.780783
0.590004, 0.396682
0.589144, 0.0121221
0.588283, -0.372896
0.587423, -0.758372
0.586562, -1.14431
0.585702, -1.5307
0.584841, -1.91755
0.986667, 1.93707
0.985826, 1.55432
0.984986, 1.17112
0.984145, 0.787458
0.983305, 0.403337
0.982464, 0.0187585
0.981623, -0.366278
0.980782, -0.751774
0.979941, -1.13773
0.9791, -1.52414
0.978259, -1.91101
1.38008, 1.94383
1.37925, 1.56106
1.37843, 1.17784
1.37761, 0.794159
1.37679, 0.41002
1.37597, 0.0254222
1.37515, -0.359634
1.37433, -0.745149
1.37351, -1.13112
1.37268, -1.51755
1.37186, -1.90444
